@RELATION 'dataset_discretizado'

@ATTRIBUTE feature1 numeric
@ATTRIBUTE feature2 numeric
@ATTRIBUTE feature4 numeric
@ATTRIBUTE feature3 numeric
@ATTRIBUTE feature5 numeric
@ATTRIBUTE feature6 numeric
@ATTRIBUTE feature7 numeric
@ATTRIBUTE feature8 numeric
@ATTRIBUTE feature9 numeric
@ATTRIBUTE feature10 numeric
@ATTRIBUTE feature11 numeric
@ATTRIBUTE feature12 numeric
@ATTRIBUTE feature13 numeric
@ATTRIBUTE class hierarchical blues,blues/gospel,classical,classical/20th_century_classical,classical/chamber_music,classical/choral_music,classical/composed_music,classical/contemporary_classical,classical/opera,classical/symphony,country,country/americana,country/bluegrass,country/country_-_western,country/country_-_western/western_swing,country/rockabilly,easy_listening,easy_listening/easy_listening:_vocal,easy_listening/nu-jazz,easy_listening/lounge,electronic,electronic/ambient_electronic,electronic/breakcore_-_hard,electronic/chip_music,electronic/chip_music/chiptune,electronic/dance,electronic/downtempo,electronic/drum_-_bass,electronic/dubstep,electronic/dubstep/skweee,electronic/glitch,electronic/house,electronic/house/chill-out,electronic/idm,electronic/jungle,electronic/minimal_electronic,electronic/techno,electronic/techno/bigbeat,electronic/trip-hop,folk,folk/british_folk,folk/freak-folk,folk/free-folk,folk/psych-folk,folk/singer-songwriter,hip-hop,hip-hop/abstract_hip_hop,hip-hop/alternative_hip-hop,hip-hop/breakbeat,hip-hop/hip-hop_beats,hip-hop/nerdcore,hip-hop/rap,hip-hop/wonky,hip-hop/hiphop,jazz,jazz/big_band_swing,jazz/free-jazz,jazz/jazz:_out,jazz/jazz:_vocal,jazz/modern_jazz,old-time_historic,pop,pop/experimental_pop,pop/synth_pop,rock,rock/garage,rock/garage/surf,rock/goth,rock/indie-rock,rock/industrial,rock/krautrock,rock/lo-fi,rock/loud-rock,rock/loud-rock/noise-rock,rock/loud-rock/sludge,rock/metal,rock/metal/black-metal,rock/metal/death-metal,rock/metal/grindcore,rock/new_wave,rock/post-rock,rock/post-rock/space-rock,rock/progressive,rock/psych-rock,rock/punk,rock/punk/electro-punk,rock/punk/hardcore,rock/punk/thrash,rock/punk/no_wave,rock/punk/post-punk,rock/punk/power-pop,rock/rock_opera,rock/shoegaze,soul-rnb,soul-rnb/disco,soul-rnb/funk,soul-rnb/funk/deep_funk

@DATA
3,7,8,7,4,4,11,7,10,8,9,7,18,electronic/chip_music/chiptune
6,3,4,7,11,9,11,9,8,5,4,4,5,electronic/chip_music/chiptune
5,1,1,8,20,19,13,4,12,5,2,10,19,electronic/chip_music/chiptune
3,1,1,8,18,14,8,6,6,11,8,8,5,electronic/chip_music/chiptune
9,1,3,2,20,15,5,17,1,20,19,12,19,electronic/chip_music/chiptune
7,14,10,18,7,14,5,7,11,8,14,8,12,hip-hop/rap
4,8,4,9,6,18,9,15,5,4,12,9,13,hip-hop/rap
6,13,3,6,2,12,4,16,15,12,16,9,19,hip-hop/rap
8,12,6,13,3,7,11,4,6,9,11,19,17,pop/experimental_pop
16,5,4,6,8,1,5,10,14,7,5,4,1,pop/experimental_pop
18,4,2,2,6,2,19,20,20,20,10,18,2,pop/experimental_pop
1,20,1,20,4,19,9,20,9,19,13,18,13,pop/experimental_pop
18,19,18,19,15,15,15,17,19,19,19,20,12,pop/experimental_pop
18,2,18,17,6,1,6,2,15,17,20,9,17,pop/experimental_pop
19,8,6,18,3,3,6,2,12,20,20,19,13,pop/experimental_pop
3,3,16,2,18,2,20,12,1,8,17,20,2,pop/experimental_pop
15,1,20,9,7,14,9,13,17,14,16,8,9,rock
10,7,19,4,8,15,6,18,17,19,14,9,16,rock
9,4,17,9,8,18,4,6,9,17,18,20,14,rock
6,4,17,10,7,17,7,10,13,12,13,20,15,rock
11,4,16,9,9,16,9,10,16,10,9,19,12,rock
8,3,15,11,9,18,5,7,9,14,14,17,10,rock
10,6,18,10,4,15,9,15,15,11,8,15,13,rock
11,6,15,15,9,16,12,16,9,20,16,6,16,rock/psych-rock
19,7,13,17,19,10,19,19,18,2,1,5,9,rock/psych-rock
11,19,15,20,18,16,20,19,19,19,9,2,1,rock/psych-rock
13,15,14,18,8,19,20,20,13,19,14,4,13,rock/psych-rock
13,20,11,9,4,16,18,20,18,18,16,6,12,rock/psych-rock
14,19,18,20,11,18,16,18,14,19,13,2,10,rock/psych-rock
14,2,20,9,18,5,11,7,19,2,10,12,4,pop/experimental_pop
14,2,20,9,18,5,11,7,19,2,10,12,4,pop/experimental_pop
6,13,11,12,7,12,15,7,12,14,14,11,6,pop/experimental_pop
8,15,15,18,16,19,11,16,19,2,17,14,2,electronic
19,3,18,8,7,10,10,20,20,5,2,1,8,electronic
1,5,5,20,20,20,12,11,20,1,19,17,4,electronic
11,11,4,19,5,6,2,5,20,2,20,20,4,electronic
1,18,20,19,20,20,13,17,20,1,20,6,10,electronic
1,6,14,20,16,19,15,18,20,1,20,16,3,electronic
4,9,7,19,13,16,14,19,20,2,20,20,3,electronic
17,6,1,2,1,20,8,10,18,1,12,17,1,electronic
1,2,16,19,14,16,19,2,16,18,3,6,14,rock/loud-rock/noise-rock
1,7,14,15,12,17,9,8,11,11,11,15,18,rock/loud-rock/noise-rock
13,7,16,4,5,16,3,10,10,13,19,19,12,rock/punk/hardcore
12,10,13,3,6,15,3,8,16,6,18,18,17,rock/punk/hardcore
10,13,16,4,6,14,3,8,16,9,18,17,14,rock/punk/hardcore
11,12,14,3,5,14,3,10,17,8,17,17,16,rock/punk/hardcore
11,12,17,3,4,14,2,10,18,7,16,14,15,rock/punk/hardcore
12,5,17,2,5,13,2,13,16,9,17,16,14,rock/punk/hardcore
15,16,12,7,16,20,12,13,13,7,11,17,6,pop/experimental_pop
8,18,10,17,17,17,7,15,9,8,6,6,7,pop
13,11,11,7,14,18,4,15,19,18,12,16,15,pop
16,17,12,12,15,16,11,14,14,18,9,16,17,pop
18,2,17,4,12,4,10,17,2,5,1,5,11,pop
13,3,2,6,17,20,14,20,19,8,2,1,1,pop
2,13,11,14,20,15,15,11,16,18,8,16,19,rock/indie-rock
2,11,15,13,15,7,14,10,2,6,3,14,19,rock/indie-rock
1,6,17,12,13,8,11,7,1,17,5,8,20,rock/indie-rock
3,11,18,19,14,8,6,4,6,5,4,16,11,rock/indie-rock
3,13,16,18,11,8,4,3,6,7,5,11,6,rock/indie-rock
2,7,9,18,7,12,11,10,9,7,16,13,2,rock/indie-rock
7,5,13,5,4,12,9,19,14,16,16,4,5,rock/punk
8,9,16,10,8,14,12,18,16,15,18,6,6,rock/punk
7,5,16,8,5,11,10,20,18,19,17,4,4,rock/punk
9,6,16,8,5,14,12,19,18,17,17,6,6,rock/punk
9,6,16,8,8,17,11,19,17,18,19,4,4,rock/punk
8,11,13,11,5,11,13,19,19,18,15,3,2,rock/punk
9,9,13,8,4,10,13,19,18,18,17,4,3,rock/punk
7,6,15,8,6,14,11,19,16,16,15,5,6,rock/punk
9,14,9,16,13,12,13,9,13,16,17,16,10,electronic/dance
9,2,12,10,14,10,4,13,18,20,18,16,3,electronic/ambient_electronic
12,12,9,14,18,12,14,19,6,16,2,16,6,pop/experimental_pop
13,17,5,18,6,14,15,18,18,16,18,12,19,rock/psych-rock
6,13,11,12,7,12,15,7,12,14,14,11,6,pop/experimental_pop
4,5,15,19,12,12,16,4,3,3,2,4,16,rock/indie-rock
2,17,20,13,19,1,11,3,1,14,20,3,17,rock/psych-rock
2,19,19,13,20,4,17,13,3,14,18,2,13,rock/psych-rock
1,19,20,17,20,2,14,14,3,15,17,2,15,rock/psych-rock
5,19,20,13,20,1,14,14,5,18,20,5,18,rock/psych-rock
4,20,19,14,20,3,15,16,4,13,18,5,14,rock/psych-rock
2,19,19,14,20,3,14,11,3,16,17,8,16,rock/psych-rock
2,19,20,9,20,1,13,8,2,13,15,3,12,rock/psych-rock
13,17,9,3,14,1,17,7,14,7,4,1,7,rock/indie-rock
16,10,15,12,6,9,12,7,9,17,15,7,16,folk
8,19,11,7,20,16,17,14,11,16,15,12,11,rock/indie-rock
14,17,13,4,8,3,10,7,8,8,7,11,7,rock/indie-rock
14,16,9,3,14,4,17,19,7,9,10,15,5,rock/indie-rock
11,7,9,10,8,4,17,12,3,13,2,20,11,rock
9,12,6,19,3,10,14,11,6,20,14,5,12,hip-hop
4,13,11,3,11,5,17,14,14,15,5,14,9,rock
13,17,15,14,10,9,16,16,11,13,16,7,9,rock/indie-rock
10,14,5,4,9,10,6,6,6,5,2,19,13,hip-hop
16,15,17,14,15,11,14,16,8,11,10,14,17,folk/singer-songwriter
6,13,8,7,9,8,6,10,12,13,5,14,18,electronic
19,11,14,7,11,14,3,8,2,14,3,9,16,folk/singer-songwriter
6,16,14,9,2,17,10,8,6,8,8,8,5,soul-rnb/funk
16,20,11,15,7,2,6,7,19,8,7,2,7,pop
2,2,16,20,4,14,19,19,15,6,19,12,2,rock/psych-rock
12,15,7,15,11,12,13,14,8,6,16,19,14,rock/psych-rock
7,13,12,17,12,13,7,10,8,8,5,11,4,rock/punk/power-pop
19,7,17,8,7,13,10,2,5,15,18,15,9,hip-hop
16,18,12,7,2,10,15,13,3,3,1,2,14,hip-hop
1,6,8,18,7,18,17,8,12,15,11,8,10,hip-hop
8,19,16,17,13,17,17,15,14,10,4,3,3,hip-hop
11,1,15,19,13,9,17,9,14,11,6,6,13,hip-hop
11,9,12,16,6,17,18,12,8,15,10,10,6,hip-hop
4,14,15,19,10,19,19,15,15,19,16,16,15,hip-hop
1,14,10,7,3,16,15,8,10,16,9,10,16,hip-hop
3,14,14,18,11,15,13,4,8,11,10,10,9,hip-hop
5,6,5,16,9,18,16,8,11,15,11,13,14,hip-hop
3,2,16,15,3,16,17,5,5,12,12,8,7,hip-hop
2,10,2,10,6,9,9,14,10,14,13,14,6,electronic/chip_music/chiptune
5,12,5,11,9,9,9,9,7,11,7,12,12,electronic/chip_music/chiptune
4,15,4,10,6,6,5,7,10,13,14,16,9,electronic/chip_music/chiptune
3,11,3,7,6,8,9,10,5,7,4,4,3,electronic/chip_music/chiptune
6,15,7,10,11,17,15,16,15,18,10,18,12,electronic/chip_music/chiptune
7,10,8,19,17,18,19,16,10,7,7,11,7,electronic/idm
8,14,19,15,11,9,10,3,4,2,6,12,5,electronic/idm
12,15,15,19,19,12,8,10,8,1,3,9,11,electronic/idm
15,20,14,9,14,19,12,5,6,3,2,7,4,electronic/idm
8,19,13,15,7,6,5,6,7,8,7,9,5,electronic/idm
5,13,7,14,13,9,7,5,12,16,15,18,13,electronic/idm
19,19,4,8,5,2,2,3,10,16,17,18,18,electronic/idm
15,13,9,5,12,4,3,2,2,3,3,8,8,electronic/idm
10,20,18,19,18,12,9,6,7,6,5,7,5,electronic/idm
2,11,5,20,19,16,2,1,18,20,1,1,16,electronic/idm
11,17,14,16,6,16,15,8,17,14,5,6,8,electronic/idm
10,17,14,19,19,18,10,14,13,8,8,18,15,electronic/idm
14,7,4,6,6,4,8,3,8,7,14,14,6,electronic/idm
10,8,10,11,9,12,7,6,15,18,12,11,4,electronic/idm
11,6,10,6,8,4,12,9,2,9,17,20,16,electronic/idm
8,15,10,15,13,9,8,3,3,4,9,16,9,electronic/idm
8,7,15,14,14,7,14,19,17,16,14,11,8,rock
5,5,16,10,17,4,14,19,20,19,16,13,10,rock
5,3,17,10,14,11,15,20,19,15,9,12,17,rock
8,5,15,12,14,9,12,20,18,16,14,8,7,rock
4,8,13,12,16,3,13,20,18,17,14,15,10,rock
7,6,15,11,17,4,13,19,18,15,13,9,8,rock
8,3,16,12,13,5,15,19,19,18,18,14,7,rock
9,4,16,17,7,10,3,20,16,15,13,12,6,rock
4,7,12,12,15,3,14,19,18,16,15,12,9,rock
16,11,2,10,3,6,12,17,14,14,14,18,13,electronic/downtempo
7,20,17,19,19,19,16,7,12,12,5,17,14,electronic/downtempo
13,19,6,7,15,12,13,12,7,9,18,8,3,electronic/downtempo
5,20,1,14,4,5,4,10,14,3,1,8,6,electronic/downtempo
17,16,13,20,11,12,16,17,17,17,11,18,10,electronic/downtempo
2,13,10,14,16,13,12,3,13,20,7,14,7,electronic/downtempo
13,18,18,11,15,10,16,20,20,16,13,9,13,electronic/downtempo
20,5,3,5,9,2,9,4,13,5,16,9,7,classical
20,7,5,6,8,4,12,4,11,4,12,7,12,classical
19,11,7,7,10,3,10,4,10,4,12,8,16,classical
17,8,2,4,8,2,8,4,9,3,10,5,7,classical
6,19,14,19,16,17,13,17,17,16,17,17,12,folk/singer-songwriter
9,15,8,11,11,9,7,14,13,13,18,17,14,folk/singer-songwriter
10,6,3,12,2,16,5,15,19,15,6,13,19,folk/singer-songwriter
18,4,5,11,9,12,7,15,10,9,10,16,18,folk/singer-songwriter
15,14,18,17,20,6,5,4,2,13,13,20,4,folk/singer-songwriter
12,7,18,14,3,17,7,10,6,11,11,10,5,pop
12,9,18,13,4,17,12,13,6,8,7,11,7,pop
12,5,2,16,3,8,19,8,12,5,3,2,20,pop
12,9,4,18,3,5,16,6,8,7,6,5,18,pop
11,10,4,19,4,3,16,6,11,9,4,3,12,pop
14,3,3,18,3,5,15,8,12,7,5,1,19,pop
8,8,3,19,4,4,13,3,7,7,4,4,18,pop
9,4,3,19,3,3,15,7,14,8,4,7,19,pop
11,6,3,19,5,4,17,7,5,8,4,2,17,pop
13,9,4,18,5,7,17,6,9,4,4,3,18,pop
13,17,4,8,5,13,3,7,10,18,3,19,14,pop
11,6,3,18,5,5,18,6,12,11,7,5,19,pop
8,8,11,2,6,7,16,15,6,20,15,16,18,pop
5,6,17,4,4,15,11,11,2,13,14,9,12,pop
5,9,12,8,11,18,12,14,4,15,18,13,16,pop
7,8,15,4,5,14,6,5,4,17,11,12,18,pop
3,4,16,4,9,9,12,13,9,20,18,14,17,pop
2,12,17,13,14,13,12,13,4,16,16,16,19,pop
8,3,14,2,10,5,12,4,2,19,18,13,19,pop
4,13,14,6,11,16,7,12,7,19,14,14,18,pop
5,8,16,3,15,13,14,3,4,20,5,18,19,pop
1,8,1,3,1,2,11,19,19,14,16,20,3,hip-hop
3,8,2,7,6,11,10,6,5,4,7,12,11,hip-hop
15,17,3,9,18,11,5,3,18,4,17,1,19,hip-hop
2,6,1,16,4,3,4,17,19,6,10,20,16,hip-hop
5,10,17,7,16,2,18,2,5,13,1,13,2,hip-hop
2,8,1,5,2,3,5,7,5,3,4,18,14,hip-hop
4,17,18,8,19,3,16,14,4,9,10,18,14,rock/punk
16,18,11,8,11,10,18,15,13,18,13,2,8,country/americana
11,16,15,14,18,4,15,8,13,12,2,13,16,pop
12,16,8,7,6,12,8,15,9,17,14,11,15,country/americana
17,17,17,15,10,15,5,10,7,12,12,9,15,country/americana
12,16,10,2,11,3,19,4,4,3,6,17,7,rock
12,14,10,20,18,8,11,1,1,13,5,5,15,blues
13,13,10,3,6,10,8,20,6,15,7,9,18,hip-hop
7,9,6,17,14,8,12,13,14,8,13,17,8,pop
9,17,5,16,13,11,7,17,9,14,9,14,9,pop
6,19,7,14,15,15,7,13,5,5,7,11,9,pop
7,10,18,16,8,19,3,18,5,15,11,13,10,pop
11,18,6,8,16,14,3,9,12,15,10,16,18,pop
6,18,16,18,8,11,5,11,9,13,13,13,14,pop
7,14,7,18,10,14,12,14,11,14,12,15,8,pop
17,2,1,2,9,6,13,15,16,8,6,10,4,pop
6,19,13,10,14,9,7,12,13,9,8,15,7,pop
7,5,5,10,11,15,12,7,16,17,12,16,14,pop
7,16,7,18,9,14,12,15,11,7,12,15,13,pop
4,16,12,12,15,14,7,8,11,12,16,16,15,pop
5,7,9,13,16,15,15,11,7,11,15,16,18,rock/garage
7,13,4,8,5,18,13,19,16,3,11,12,19,electronic/glitch
10,16,5,16,9,12,13,11,13,13,18,18,19,electronic/glitch
8,18,9,7,16,8,12,8,14,14,13,8,5,electronic/glitch
15,14,5,9,8,16,4,3,12,10,18,19,17,electronic/glitch
4,14,4,14,7,14,5,10,12,15,17,17,16,electronic/glitch
14,12,7,10,7,14,15,7,15,7,13,8,10,electronic/glitch
10,19,18,17,17,17,13,12,8,14,18,18,19,electronic/glitch
15,17,4,13,4,6,9,8,12,12,14,14,13,electronic/glitch
5,16,6,16,10,13,13,15,16,7,11,11,15,electronic/glitch
7,15,7,14,8,9,19,13,17,8,17,7,3,electronic/glitch
13,20,9,17,8,10,4,11,16,6,3,2,5,electronic/glitch
9,18,9,6,17,7,13,8,13,13,12,8,4,electronic/glitch
14,12,7,15,12,14,13,19,19,17,17,14,10,electronic/glitch
19,6,5,8,10,14,3,3,9,8,18,19,16,electronic/glitch
14,13,4,18,14,14,17,13,14,12,18,18,19,electronic/glitch
19,4,14,15,5,13,8,5,5,7,8,8,6,electronic/glitch
9,19,20,18,19,17,14,16,11,18,19,20,19,electronic/glitch
17,7,8,9,7,14,14,7,10,11,10,8,7,electronic/glitch
18,16,4,12,7,3,11,8,8,14,8,10,10,electronic/glitch
9,9,10,14,11,3,20,15,16,7,13,2,1,electronic/glitch
16,17,15,7,8,13,17,18,20,19,20,15,17,electronic/glitch
1,20,16,18,18,19,18,13,12,8,7,9,7,electronic/glitch
14,20,12,17,13,11,11,14,15,16,14,15,12,electronic/glitch
12,7,18,8,16,7,16,19,18,12,18,17,4,rock/post-rock
6,14,14,12,17,9,19,20,19,17,19,18,9,rock/post-rock
12,9,17,13,15,6,14,19,17,11,19,19,8,rock/post-rock
11,11,10,12,16,17,3,7,7,7,15,9,14,rock/krautrock
10,9,3,6,20,16,5,13,14,11,17,9,6,rock/krautrock
9,11,4,15,16,5,19,17,11,10,5,14,2,rock/punk/electro-punk
11,9,4,14,17,16,16,13,16,16,6,8,2,rock/punk/electro-punk
10,8,12,13,4,3,4,18,11,11,8,6,14,pop/experimental_pop
7,13,6,7,7,14,9,9,7,8,10,13,13,pop/experimental_pop
5,10,3,7,5,15,9,12,11,12,13,19,17,pop/experimental_pop
5,10,4,8,7,11,11,16,10,12,13,11,17,pop/experimental_pop
3,11,5,9,12,17,14,12,9,8,4,14,16,pop/experimental_pop
4,6,4,12,3,12,10,9,9,15,17,16,15,pop/experimental_pop
3,9,2,8,1,5,3,10,13,20,20,19,19,pop/experimental_pop
3,16,3,15,10,12,10,18,8,13,7,15,16,pop/experimental_pop
3,16,10,10,7,19,12,8,4,10,10,20,19,pop/experimental_pop
4,9,2,4,8,20,15,5,18,20,13,15,17,pop/experimental_pop
17,15,3,7,7,17,6,10,13,20,16,6,6,pop/experimental_pop
4,10,2,7,7,15,7,11,11,11,12,10,14,pop/experimental_pop
4,10,3,5,7,17,8,6,13,13,18,15,13,pop/experimental_pop
3,13,3,6,14,19,17,15,18,18,19,17,14,pop/experimental_pop
9,6,3,7,10,12,5,11,16,6,11,7,7,pop/experimental_pop
10,13,2,5,4,5,2,3,7,5,5,12,18,pop/experimental_pop
6,9,3,4,3,7,4,5,16,8,10,16,14,pop/experimental_pop
13,12,11,6,3,11,3,18,16,15,16,13,14,pop/experimental_pop
8,13,4,9,6,15,10,10,8,7,5,11,8,electronic
2,14,6,12,14,17,16,9,16,18,17,12,11,electronic
11,7,11,5,3,2,5,6,7,8,3,6,4,electronic/chip_music/chiptune
10,3,1,4,4,3,6,7,2,3,10,6,10,electronic/chip_music/chiptune
3,11,11,7,7,7,7,6,9,9,11,7,15,electronic/chip_music/chiptune
3,12,9,4,7,3,17,16,11,13,10,6,4,jazz
4,12,8,2,2,4,11,5,4,11,3,2,3,jazz
13,10,8,10,8,6,4,8,6,7,4,7,4,electronic/chip_music/chiptune
5,11,9,4,8,7,2,7,4,6,10,17,9,electronic/chip_music/chiptune
1,6,8,4,8,6,14,4,10,9,10,12,18,electronic/chip_music/chiptune
3,14,11,6,6,3,5,3,6,4,5,10,15,electronic/chip_music/chiptune
7,10,10,10,7,4,3,8,7,14,15,8,5,electronic/chip_music/chiptune
9,6,15,16,9,5,3,6,7,14,13,16,8,electronic
5,9,14,8,19,13,19,3,5,12,1,2,2,folk
9,4,11,14,20,18,7,8,8,9,17,13,7,folk
1,13,11,14,13,15,17,16,10,13,18,18,14,electronic
4,9,10,9,14,4,5,7,4,1,3,17,16,pop/experimental_pop
3,9,14,17,17,10,6,12,13,8,7,18,16,pop/experimental_pop
2,13,11,8,10,5,11,12,13,14,17,9,4,rock/loud-rock/noise-rock
1,9,7,15,7,4,10,6,6,1,2,16,18,electronic
2,12,9,10,8,3,5,1,7,15,14,16,19,electronic
6,3,17,9,15,14,11,15,18,8,11,15,13,rock/punk/no_wave
12,2,16,2,16,7,14,8,20,7,9,14,12,rock/punk/no_wave
7,2,20,13,14,17,8,16,18,12,5,20,20,rock/punk/no_wave
13,4,16,11,10,17,15,10,13,6,3,9,15,blues
18,8,10,15,9,15,16,12,12,2,2,4,6,blues
19,4,1,1,3,1,2,20,20,4,3,6,4,blues
6,17,10,14,6,5,14,19,19,15,13,15,4,rock/psych-rock
2,15,17,14,16,20,20,18,17,9,4,15,6,hip-hop
5,11,2,5,6,4,5,8,10,5,8,15,16,electronic/idm
5,5,11,13,12,4,12,20,19,18,11,15,8,rock
13,6,18,13,2,15,6,7,3,7,8,10,6,pop
3,5,15,10,10,17,4,7,5,17,16,15,18,pop
14,15,8,3,2,2,10,14,8,13,12,6,3,pop
13,15,8,16,10,14,13,17,17,14,15,13,12,electronic/glitch
9,7,5,6,3,18,10,10,7,9,13,18,17,pop/experimental_pop
13,9,3,4,8,18,9,3,12,3,4,16,8,electronic
17,7,9,14,6,15,13,15,12,9,9,7,16,pop/experimental_pop
2,13,1,3,4,14,11,9,10,11,13,16,13,pop/experimental_pop
17,2,4,11,19,9,6,5,7,9,9,11,19,pop/experimental_pop
13,20,7,19,18,14,15,15,8,8,12,11,3,pop/experimental_pop
19,12,4,4,10,6,7,5,19,12,16,9,2,pop/experimental_pop
4,7,8,7,13,18,2,12,15,6,5,1,7,pop/experimental_pop
15,17,13,11,10,15,10,11,7,6,20,8,16,pop/experimental_pop
1,15,2,8,11,17,15,9,8,12,3,4,2,pop/experimental_pop
9,8,20,2,4,4,2,20,1,1,17,6,11,rock/garage/surf
14,10,20,7,7,4,10,19,9,11,10,15,5,rock/garage/surf
9,10,20,4,8,7,8,20,1,1,17,5,8,rock/garage/surf
12,10,20,11,2,7,5,10,2,2,1,8,16,rock/garage/surf
10,4,18,2,2,2,2,20,1,1,8,3,2,rock/garage/surf
20,14,18,18,20,19,19,19,20,20,19,18,17,rock/indie-rock
15,4,18,18,10,12,20,10,3,4,19,20,15,rock/indie-rock
16,16,4,16,9,2,1,3,3,8,9,4,2,rock/indie-rock
19,8,19,16,17,15,19,8,3,2,18,13,4,rock/indie-rock
15,5,17,5,1,11,20,7,1,3,7,15,16,rock/indie-rock
14,8,19,4,3,19,20,1,2,1,8,18,20,rock/indie-rock
20,3,1,2,13,1,4,1,1,2,7,19,12,rock/indie-rock
19,7,15,3,10,18,19,8,1,4,3,2,19,rock/indie-rock
9,4,20,3,5,2,20,9,1,1,14,8,19,rock/indie-rock
8,8,16,10,13,5,20,9,1,3,12,17,11,rock/indie-rock
12,3,18,8,12,18,19,10,4,2,18,12,3,rock/indie-rock
2,3,6,17,16,2,2,20,3,1,12,12,13,rock/punk
18,7,7,14,15,2,18,20,13,3,4,10,5,rock/punk
3,5,2,6,3,4,3,7,9,13,9,12,8,rock/punk
2,10,4,5,2,3,12,7,8,15,8,18,6,rock/punk
1,10,6,15,9,2,14,15,19,19,6,16,4,rock/punk
4,18,3,17,8,9,19,20,14,16,11,9,12,rock/punk
2,6,5,12,10,6,4,18,7,9,18,13,12,rock/punk
17,12,3,20,1,18,2,17,2,19,20,11,7,blues
14,19,4,19,5,20,13,15,1,1,2,5,1,blues
15,19,5,18,8,19,12,5,4,3,17,15,2,blues
17,19,3,9,18,19,15,16,1,3,14,9,2,blues
16,20,3,19,1,4,5,5,17,6,12,6,1,blues
18,18,4,20,5,13,2,5,6,11,5,6,2,blues
16,18,2,19,15,19,7,15,1,3,9,11,4,blues
14,18,2,17,19,20,2,17,1,3,7,5,1,blues
15,19,11,20,13,20,18,14,20,19,17,20,19,folk/singer-songwriter
17,19,19,20,17,19,3,9,2,4,12,9,8,folk/singer-songwriter
11,10,16,16,20,12,18,7,3,20,5,18,12,folk/singer-songwriter
10,9,20,18,19,15,4,18,2,2,7,6,20,rock/punk/power-pop
7,19,7,13,15,12,16,5,3,2,18,5,18,rock/garage/surf
9,13,15,10,19,19,11,12,15,18,15,13,10,rock/indie-rock
13,11,16,14,15,17,13,1,4,17,19,9,4,rock/garage/surf
4,9,16,14,16,6,9,20,13,10,11,18,10,rock
2,7,17,8,18,6,13,11,20,19,9,17,11,rock
7,16,6,18,16,9,9,12,8,17,17,17,17,rock
3,9,18,2,20,6,6,19,19,16,5,19,18,rock
4,7,18,1,19,2,12,20,9,6,8,19,11,rock
13,20,14,15,19,11,8,9,17,9,8,15,13,pop
9,19,19,18,18,19,19,19,9,15,16,19,18,pop
10,9,14,15,16,11,12,15,16,13,15,10,17,pop
9,19,15,18,19,19,11,18,6,20,17,19,18,pop
16,8,15,11,13,7,15,17,11,12,4,6,2,pop
15,9,10,5,12,4,11,11,8,18,19,13,8,pop
17,10,11,14,19,17,17,12,8,18,16,13,13,pop
12,19,13,20,20,19,19,20,19,18,20,17,20,pop
13,19,15,19,18,14,10,13,20,19,15,9,4,pop
19,17,1,16,2,7,4,9,9,8,5,3,19,pop
17,11,9,18,15,18,5,19,15,20,14,16,11,pop
19,10,5,19,17,19,14,17,15,16,8,14,6,pop
18,4,16,4,20,10,18,16,11,4,17,19,11,rock
16,3,15,5,18,6,14,16,12,2,19,14,6,rock
17,7,20,19,17,10,20,6,13,15,17,12,20,rock
19,1,16,5,20,17,18,19,9,3,19,16,1,rock
3,3,18,8,10,8,4,7,15,18,4,2,4,rock/post-rock
3,2,15,6,10,7,17,15,18,18,18,10,9,rock/post-rock
17,20,20,19,11,6,6,7,7,10,20,19,11,rock/post-rock
18,20,15,19,13,18,18,19,19,11,18,16,9,rock/post-rock
18,9,8,9,17,12,16,13,15,20,19,16,19,rock/post-rock
14,20,12,6,4,1,5,3,2,1,1,1,1,pop
8,2,7,1,1,1,1,1,3,1,1,2,5,pop
6,4,12,1,7,2,2,2,1,1,2,1,18,pop
13,19,19,9,10,3,2,5,18,2,1,1,1,pop
14,16,9,10,4,2,6,7,15,1,3,1,3,pop
7,3,19,20,19,18,20,15,1,1,20,20,2,pop
12,4,19,20,13,8,20,5,1,3,20,4,1,pop
13,5,18,20,16,14,20,20,2,1,20,15,1,pop
8,4,15,20,11,5,12,2,2,7,19,12,1,pop
10,3,19,20,17,17,20,8,1,2,20,10,1,pop
4,12,4,8,15,16,11,14,11,9,9,15,11,electronic/breakcore_-_hard
15,14,18,15,9,7,15,3,9,15,4,18,15,electronic/breakcore_-_hard
6,4,8,12,14,17,8,12,12,6,16,10,13,electronic/breakcore_-_hard
4,6,7,15,18,18,9,10,8,2,14,6,17,electronic/breakcore_-_hard
1,9,13,4,13,13,17,6,7,12,4,7,16,electronic/breakcore_-_hard
4,14,11,15,14,13,18,6,7,12,3,7,4,electronic/breakcore_-_hard
2,6,8,7,9,12,9,6,11,10,12,10,11,electronic/breakcore_-_hard
1,14,14,5,4,9,17,11,12,15,9,3,9,electronic/breakcore_-_hard
8,7,4,4,8,16,4,16,18,14,12,2,16,electronic/breakcore_-_hard
10,15,14,7,9,15,15,8,14,9,8,3,6,electronic/breakcore_-_hard
6,12,7,12,15,10,11,10,13,13,9,10,10,electronic/chip_music
8,15,7,16,14,12,11,13,13,9,7,8,4,electronic/chip_music
1,8,3,12,9,12,14,17,11,4,5,5,9,electronic/chip_music
4,15,6,8,5,5,10,13,11,11,13,19,20,electronic/chip_music
6,11,4,3,14,16,17,20,5,8,4,4,14,electronic/chip_music
